Día;Calle;Verdulería;Carnicería;Frutería;Pescadería;Huevería;Abarrotes;Florería;Ropa;Mascotería;Bazar
5;Calle 1623;20632;24251;20021;11931;5501;33501;4026;10491;10968;5146
5;Calle 1624;21492;25236;17574;11174;5100;29616;4693;9847;12021;5655
5;Calle 1625;20255;27054;19842;11066;4999;28616;4403;8944;11246;5180
5;Calle 1626;22106;22149;18215;11652;4678;32836;4025;8525;15323;5358
5;Calle 1627;22611;24978;19919;12023;5628;29507;4237;8772;11527;5204
5;Calle 1628;21935;24261;18141;11634;5652;29166;3813;9688;9334;5261
5;Calle 1629;19794;23187;21127;11925;4235;26330;3963;10245;12078;3679
5;Calle 1630;21535;24095;18565;10804;5058;29294;4382;9055;11937;4908
5;Calle 1631;22541;26161;19135;11231;4825;27731;4583;9811;7187;4535
5;Calle 1632;20835;23220;21000;12154;5177;29903;4108;9218;10978;5455
5;Calle 1633;20137;23373;18995;12286;4612;30147;3893;10064;12390;4180
5;Calle 1634;22829;26433;18795;11676;4925;27195;3593;10056;11441;5624
5;Calle 1635;22096;24494;18586;12421;5851;31563;4469;9673;10297;5277
5;Calle 1636;20877;24046;20817;8834;4787;35501;3651;9227;11299;5140
5;Calle 1637;19704;16736;17185;10912;4751;28579;4051;9720;10856;5356
5;Calle 1638;21403;23878;13786;10421;5430;30026;3915;9593;11976;4571
5;Calle 1639;20870;26459;21584;11729;5087;29264;3455;8942;11288;5560
5;Calle 1640;19129;24767;19775;11007;5059;28150;3724;9430;10908;5646
5;Calle 1641;22748;27129;18592;13041;5474;23678;3653;8754;10841;5577
5;Calle 1642;22153;24719;20086;9349;4784;28436;4280;9323;12009;4922
5;Calle 1643;21531;24383;18355;11083;5831;31254;3317;9632;11117;5329
5;Calle 1644;21678;21645;20612;12015;4882;27023;4219;8574;11096;5619
5;Calle 1645;20148;23383;18284;13047;6612;29784;4363;9089;11685;5348
5;Calle 1646;21458;24419;24661;11822;4895;29857;4537;10378;11751;5463
5;Calle 1647;20154;25566;20275;10890;5492;28416;3962;9643;11422;5051
5;Calle 1648;23448;24218;20573;11238;3501;27935;3728;8858;11043;5011
5;Calle 1649;21747;25165;22200;10316;4926;29786;3943;9842;11549;5104
5;Calle 1650;18436;22654;19546;11474;3395;30861;4388;9814;12049;5455
5;Calle 1651;20229;23851;19930;10755;5464;28091;4637;8079;10479;5004
5;Calle 1652;22460;24223;20814;12506;5262;28363;3992;9385;10563;5418
5;Calle 1653;19482;22730;20048;11445;4995;31762;4160;8968;13219;7803
5;Calle 1654;18964;23310;16388;11859;4916;32123;3791;10428;11851;4378
5;Calle 1655;20158;21225;20796;11323;5401;28961;3929;11853;11650;4980
5;Calle 1656;21425;21350;17662;10878;5082;24147;3696;9373;11490;5235
5;Calle 1657;20461;24553;21094;11652;5221;29100;4034;5733;12570;5356
5;Calle 1658;20379;23344;21944;9856;4836;27293;4164;10078;10367;5002
5;Calle 1659;23890;24398;19120;12648;5096;28448;3911;8984;12036;5371
5;Calle 1660;25012;24175;18286;10907;4505;28015;3153;9970;11235;5199
5;Calle 1661;13899;23341;21512;11849;5553;31726;3839;8678;9865;5177
5;Calle 1662;17347;24252;18757;12127;5982;28228;4216;9490;11812;5460
5;Calle 1663;19637;24978;19160;10266;5688;28053;4122;9376;10808;5235
5;Calle 1664;21365;25338;21544;11365;5320;30120;4101;9046;10790;4934
5;Calle 1665;20957;23541;18401;10403;4735;27916;4082;9791;11325;5172
5;Calle 1666;20834;23398;20234;11112;5776;24804;3733;9592;11322;5610
5;Calle 1667;19160;24623;20059;11196;4836;29820;4174;9411;11131;5248
5;Calle 1668;21474;22152;21356;12368;5181;28465;3868;9463;11373;5645
5;Calle 1669;19632;26414;20712;11533;5022;27934;3469;9416;11490;4664
5;Calle 1670;21058;25036;17880;11982;4135;26772;3948;9153;11605;5272
5;Calle 1671;21442;25421;18628;11894;6669;28779;3731;8977;9767;5153
5;Calle 1672;21106;26418;18959;11253;5134;20082;3852;9762;11507;5081
5;Calle 1673;21336;23728;19755;11073;5100;29799;4344;9786;10832;5521
5;Calle 1674;20050;23273;20762;11727;5460;30561;4006;9335;10760;4710
5;Calle 1675;21362;25905;22892;12074;5324;30602;4355;9378;11891;4162
5;Calle 1676;22823;23465;19771;11330;5288;24725;4309;10323;9419;5291
5;Calle 1677;21864;23925;19883;11051;5662;29824;3434;10811;10320;5872
5;Calle 1678;19725;21107;20838;12374;5550;30879;3672;9415;11197;4854
5;Calle 1679;18966;24269;19054;10551;6373;31966;4065;8639;10620;5335
5;Calle 1680;25644;22315;22121;10834;6191;28071;4043;8585;11964;4555
5;Calle 1681;22171;24400;20296;13464;5192;29270;4315;8699;11529;5014
5;Calle 1682;21214;25870;17813;11886;5666;28564;3821;9164;10577;5155
5;Calle 1683;19363;24842;21280;11821;5672;30668;3713;8849;12835;6044
5;Calle 1684;19705;21690;21078;11338;5887;27860;3906;10417;1894;5128
5;Calle 1685;21102;23155;21319;11542;5186;29551;3829;9817;10777;5265
5;Calle 1686;21697;23911;17581;11525;4772;31288;3913;9063;10918;5445
5;Calle 1687;20046;23231;16623;11729;5551;29003;4258;9684;11603;6155
5;Calle 1688;22302;23627;18524;10819;4474;25788;3672;10095;11513;5453
5;Calle 1689;18988;23474;20290;11417;4823;33003;4416;9713;10443;5696
5;Calle 1690;21070;25103;18328;11810;5045;32946;3965;10862;11948;5512
5;Calle 1691;23454;22115;19710;12031;4365;29546;4268;9158;10637;5137
5;Calle 1692;17342;25057;18026;10167;5400;26443;3817;9396;11233;5472
5;Calle 1693;20504;24604;20286;12185;4805;26930;4001;9808;12530;4948
5;Calle 1694;22521;24604;18831;11771;3745;28314;3540;9479;10799;5249
5;Calle 1695;20776;23700;21340;11230;5490;27806;3966;9451;11543;5181
5;Calle 1696;21515;22996;18050;11353;5207;30000;4039;9777;13076;5360
5;Calle 1697;21898;22269;18475;12151;5325;29081;4230;9274;10031;5060
5;Calle 1698;21101;26897;20739;12033;6556;29210;3791;9046;11593;4042
5;Calle 1699;21711;24233;20502;11527;4830;30239;3922;9493;12370;5235
5;Calle 1700;18982;25206;19029;10824;4624;39585;3400;9024;10064;4680
5;Calle 1701;20596;25802;19847;12403;5491;29132;3431;8801;11238;5551
5;Calle 1702;17924;23680;20495;11323;5767;32632;4024;9029;11440;4984
5;Calle 1703;19299;23994;23949;10732;5098;27438;4131;9123;9929;5129
5;Calle 1704;21048;25802;19408;10355;5007;31280;4121;10064;11109;3810
5;Calle 1705;21626;24207;28948;11092;5291;29827;3417;10826;11909;5044
5;Calle 1706;22707;21296;20216;11490;3495;28288;3860;9814;11361;4883
5;Calle 1707;20709;23296;19633;11259;4498;26283;3461;9522;11543;5458
5;Calle 1708;20235;19759;18932;11428;5056;33622;4000;9585;12415;5440
5;Calle 1709;21443;24823;19350;10531;4346;29188;4254;8931;12386;5226
5;Calle 1710;20767;24373;19740;11982;4836;26119;4196;9259;10092;5455
5;Calle 1711;23640;27955;18906;11245;5111;29599;4043;10084;12535;5290
5;Calle 1712;21085;25512;21830;11323;4406;26760;4085;12227;11623;4769
5;Calle 1713;22983;24107;17491;11639;4863;28995;3940;9274;11047;5446
5;Calle 1714;21868;24798;19761;11324;3682;28363;4762;8971;11515;5430
5;Calle 1715;19760;23573;19984;9539;5241;30851;4473;9500;11433;4834
5;Calle 1716;19961;23796;19783;12084;4698;27872;3814;9607;11704;5458
5;Calle 1717;21470;22591;18968;11630;5621;29900;4093;9894;11253;5119
5;Calle 1718;21567;22152;20861;11382;4925;28223;4034;8520;12146;5026
5;Calle 1719;19408;23868;22418;11473;5378;27001;3747;9330;11066;4912
5;Calle 1720;19654;24281;19535;11762;6707;32637;3905;9218;12552;5329
5;Calle 1721;19358;24724;20865;11167;4975;27484;3894;9269;10518;5384
5;Calle 1722;21318;26397;17703;11472;4414;32495;2650;8858;10841;4951
5;Calle 1723;19354;23974;20474;10534;5093;28843;4114;8966;11386;4801
5;Calle 1724;22583;23844;19989;12787;5554;27205;4402;8907;11386;5354
5;Calle 1725;18930;24768;18876;11463;4640;29397;4227;10243;11507;5403
5;Calle 1726;20105;22775;18430;11046;4550;27972;4375;8482;11663;4921
5;Calle 1727;20285;24128;21148;11959;5317;31166;3972;9673;11089;4706
5;Calle 1728;21060;28343;16469;11753;4557;29798;4171;10051;11581;5207
5;Calle 1729;20867;26362;18873;11223;4962;36641;3536;8966;10785;4950
5;Calle 1730;22193;24593;19270;12364;4900;30232;4310;8893;11094;5548
5;Calle 1731;19704;25783;19038;12581;4901;28391;4084;9290;11228;5165
5;Calle 1732;23279;24168;18317;9872;5186;28584;4246;8904;12009;5276
5;Calle 1733;21704;23380;20376;12933;5689;30571;4327;10056;10566;5105
5;Calle 1734;19692;19869;16058;12637;5103;32779;4188;10316;10899;4269
5;Calle 1735;28284;26018;21429;10533;5071;27833;3665;9907;10405;5430
5;Calle 1736;21753;25677;17892;12190;4793;24479;3821;9665;10905;5346
5;Calle 1737;20237;24087;19307;11043;5439;27732;3700;9980;10643;5608
5;Calle 1738;22021;24337;20017;13916;4613;30150;4055;9044;10256;5381
5;Calle 1739;20762;22607;19543;11767;5203;30570;3631;10621;12318;4769
5;Calle 1740;23191;23790;18925;11056;6682;30809;3469;9490;11312;5143
5;Calle 1741;20413;21438;20485;11506;4956;22947;4012;9579;11499;4830
5;Calle 1742;22182;26091;19685;10891;4634;32715;4203;11332;9811;5713
5;Calle 1743;25396;24445;19802;11494;5171;28808;4230;9483;11631;4948
5;Calle 1744;20906;21021;17844;11442;4335;30458;4037;10039;11591;4659
5;Calle 1745;21833;23861;20069;11403;5012;30305;4010;9128;11473;4548
5;Calle 1746;21051;25871;20806;11030;5295;31135;4008;9366;10945;4198
5;Calle 1747;19229;23849;20427;10578;5209;28363;3396;8967;10491;5045
5;Calle 1748;20201;27235;20027;11680;5001;26914;4183;10324;11313;5594
5;Calle 1749;21919;23182;19059;12034;5594;36114;3890;10038;10907;4810
5;Calle 1750;16315;20161;18554;11690;5370;30125;3889;11186;10687;5105
5;Calle 1751;21281;23648;19918;10235;5661;32783;4131;9972;11196;4895
5;Calle 1752;22160;26410;18431;11845;6220;30699;4179;9263;11828;5454
5;Calle 1753;21219;25785;19509;11404;4868;29956;3883;10319;10648;5313
5;Calle 1754;20254;22489;18108;9144;4957;30697;3560;9929;10996;4550
5;Calle 1755;20084;25014;17319;11692;5072;28985;4073;9612;11450;5234
5;Calle 1756;18751;22446;19179;11922;4721;28911;3907;9557;11170;4916
5;Calle 1757;21103;17039;15201;10656;5873;28510;3925;8869;11678;4818
5;Calle 1758;21003;21265;19759;12016;5538;32893;4194;10247;13193;4844
5;Calle 1759;20034;25822;20452;10381;4752;26875;3764;10256;11667;5249
5;Calle 1760;21666;25885;17940;11850;5309;27168;4254;9013;9060;4453
5;Calle 1761;21020;23764;20848;12200;4321;33140;3410;9635;10825;5224
5;Calle 1762;21153;23601;22952;11315;5477;29831;4089;9271;11107;4963
5;Calle 1763;19016;25857;16837;12728;4694;27616;3877;8618;9497;4863
5;Calle 1764;21876;24251;18972;11904;5479;27554;4054;10153;11384;5237
5;Calle 1765;24908;25304;20452;12336;5173;29395;4053;9648;11210;5712
5;Calle 1766;20887;26346;19358;11687;5199;21292;3912;9455;11599;5245
5;Calle 1767;21848;20604;19991;12311;5519;28314;3895;9815;9814;5586
5;Calle 1768;20689;25528;10529;11938;5257;29372;4127;9824;10830;4860
5;Calle 1769;20341;24203;20632;11470;5237;28808;3823;8328;11546;4988
5;Calle 1770;21124;25989;18872;11849;3483;32206;4140;9609;11463;4941
5;Calle 1771;19669;19352;19279;12727;5282;31768;3786;14091;11520;4193
5;Calle 1772;20602;23597;22432;10417;5064;26402;3855;8595;12457;4970
5;Calle 1773;20657;25909;20737;11389;5283;29977;4362;8161;10817;4895
5;Calle 1774;21470;25505;16790;10458;4960;29745;4202;9659;12161;5356
5;Calle 1775;21723;23855;19456;9906;4995;29278;4458;10393;12024;5198
5;Calle 1776;18473;23722;20752;11485;5069;29870;3479;9305;10785;5144
5;Calle 1777;15480;26025;20768;10174;5832;33063;4733;10028;11123;5250
5;Calle 1778;27800;24579;18221;11604;5400;23848;4139;9348;11565;5101
5;Calle 1779;12604;23286;18944;11352;6812;29747;4099;9878;10726;4714
5;Calle 1780;22743;20459;18870;11358;4732;31724;3862;9210;11721;5659
5;Calle 1781;19871;22759;20117;13469;4925;26431;3969;9361;10210;5541
5;Calle 1782;22003;22868;15272;11323;4799;31345;4486;9685;10546;5304
5;Calle 1783;18924;25015;21464;11371;5009;28864;3928;9850;11489;4773
5;Calle 1784;19952;30251;21193;11631;5663;27462;4443;9516;10856;5783
5;Calle 1785;20771;23688;18895;13685;4803;29041;4406;9873;9625;4636
5;Calle 1786;21644;18171;20095;12105;5472;30727;3377;10188;11385;5193
5;Calle 1787;20919;24060;19563;11085;5422;28212;4025;9702;11055;5002
5;Calle 1788;21320;29532;21232;10937;5222;26654;4313;8621;12288;4960
5;Calle 1789;21217;23012;19535;12089;4506;28860;4245;9630;10759;5059
5;Calle 1790;19662;24174;19743;9407;4784;34267;4112;8216;9255;6509
5;Calle 1791;21676;25512;19314;10685;5022;30509;4120;8493;9820;5648
5;Calle 1792;20674;25050;17056;11524;5017;29699;4086;10167;10666;5495
5;Calle 1793;19839;22548;18828;8963;5450;28085;4352;9379;12711;4874
5;Calle 1794;21701;22612;16328;12607;5252;33413;4479;9501;10394;4854
5;Calle 1795;21735;24777;18961;11385;5391;25934;4140;10849;11473;4616
5;Calle 1796;20838;22858;24300;10548;4662;32275;4113;9367;13355;5697
5;Calle 1797;21888;23382;20038;12191;5860;28989;3934;9270;12099;5548
5;Calle 1798;20865;26043;20033;12596;5251;31850;4056;8108;12211;5867
5;Calle 1799;20094;23564;15631;11454;4906;28101;4299;11020;11643;5016
5;Calle 1800;20447;26552;21755;11192;5307;27918;4004;9898;11017;5278
5;Calle 1801;18958;26636;17028;10598;5052;23344;5040;9301;12430;4200
5;Calle 1802;21270;23270;19725;11027;5363;28564;4525;11697;10882;4688
5;Calle 1803;20778;23846;16610;11269;3906;29804;3818;8402;10121;6097
5;Calle 1804;20768;23994;19468;11039;5060;27867;4103;9601;11309;5374
5;Calle 1805;21522;22348;18286;9137;5523;28643;3983;9329;13206;4526
5;Calle 1806;23981;22623;18051;12182;4961;28316;3853;9853;10873;4685
5;Calle 1807;18715;26156;20626;11433;4879;25325;4031;9840;9628;5572
5;Calle 1808;20544;23567;19946;11087;5144;31992;4032;9108;10331;4706
5;Calle 1809;19736;25414;19235;11887;4289;33017;3803;10541;10478;5503
5;Calle 1810;21195;22152;23388;11646;4928;30709;3431;8437;11539;7090
5;Calle 1811;21221;24215;20936;11723;5510;27869;4570;9783;12620;4756
5;Calle 1812;19868;25251;21069;11423;4914;27952;4129;9739;11764;4884
5;Calle 1813;17581;24931;18206;14057;5291;28413;4402;10106;11139;5221
5;Calle 1814;21384;25350;19081;11949;5216;32851;3942;10519;11910;5054
5;Calle 1815;20218;24926;22564;10227;5023;30847;3896;10729;11947;5344
5;Calle 1816;21450;24513;16636;10451;4680;30970;4020;8770;11248;5153
5;Calle 1817;19074;18935;18820;11665;5352;35070;3835;10049;10960;5107
5;Calle 1818;19968;25209;19862;10680;4809;31726;4160;9000;9373;5729
5;Calle 1819;21594;25336;18006;11896;5012;31871;4154;10992;10666;4788
5;Calle 1820;18715;25980;15771;11539;5306;34299;4441;10583;11578;4816
5;Calle 1821;20746;23074;20065;10868;5504;23516;3702;8253;11220;5136
5;Calle 1822;19378;26247;21067;11484;4428;31440;4076;10034;11234;5152
5;Calle 1823;19949;22746;19927;10974;4629;28309;3838;10782;10297;5412
5;Calle 1824;22201;22765;19646;11736;5319;29296;3592;9927;10046;5558
5;Calle 1825;23993;26633;19685;12270;4699;30849;4295;9919;11914;5150
5;Calle 1826;23272;24799;19725;11143;3202;28821;3788;10139;11147;5405
5;Calle 1827;27970;26034;19729;9141;5496;29307;4206;9553;11493;5568
5;Calle 1828;21389;25602;20003;11579;5783;29510;4153;9256;11318;5361
5;Calle 1829;21824;24221;19765;10213;5325;26996;4139;8950;9898;4904
5;Calle 1830;21474;23036;16443;10578;4993;31369;3971;10438;10388;5041
5;Calle 1831;21754;26115;17763;12628;4818;29063;3913;9291;10634;5297
5;Calle 1832;21780;25001;20205;11995;4955;29644;3685;9578;11212;5028
5;Calle 1833;21484;23596;18858;11186;5198;26253;3857;10320;9075;5342
5;Calle 1834;21284;25866;18973;11538;5026;28030;4580;10198;12044;5223
5;Calle 1835;22206;22164;21486;12776;5293;31784;4137;10194;11276;5036
5;Calle 1836;20864;27307;18400;11484;5084;28115;4217;9886;11000;5325
5;Calle 1837;20092;22125;20009;10946;4865;28019;4273;10458;11121;5375
5;Calle 1838;23401;24698;18567;12306;5150;36179;3990;9524;10739;5502
5;Calle 1839;21015;23240;19514;12373;4730;29425;3712;9011;10996;5438
5;Calle 1840;18404;29367;21531;11281;5542;28986;4229;9919;11560;5566
5;Calle 1841;21278;24343;18101;12761;5421;29167;4508;10282;11301;5520
5;Calle 1842;20443;24235;20405;12323;5221;30535;3915;9245;11389;5301
5;Calle 1843;21938;24448;21477;10062;5231;29590;3999;8921;12154;5363
5;Calle 1844;20198;23102;19703;12809;5095;27370;4623;9335;6874;5502
5;Calle 1845;22057;25647;19138;12213;5512;29960;4416;9635;11909;5734
5;Calle 1846;22576;21032;19859;11536;4993;30317;3933;10283;11964;5270
5;Calle 1847;18520;25729;19970;10060;5126;31640;3968;8987;12166;4999
5;Calle 1848;22055;24667;17494;10380;4701;30663;3512;8920;10645;5149
5;Calle 1849;19819;24415;14076;11215;5746;21713;3733;9309;12350;4807
5;Calle 1850;21691;24876;19117;11563;5162;28776;4133;10116;11183;5158
5;Calle 1851;20578;23220;19702;10734;5479;28795;4214;9428;10161;5652
5;Calle 1852;21302;24068;18812;12412;5306;28280;4193;9272;11611;4783
5;Calle 1853;20167;24672;16294;11701;4960;26314;3251;8879;11316;5174
5;Calle 1854;19520;27369;19389;10071;5600;29535;2284;8469;10823;4962
5;Calle 1855;20577;24359;20649;11469;5120;26191;3928;9529;11593;5080
5;Calle 1856;19245;23514;19847;11383;6118;28564;4070;9751;10182;5800
5;Calle 1857;18205;24476;18867;11387;5306;27479;3921;9404;12021;5021
5;Calle 1858;20630;24333;21310;10514;5354;30870;4241;8699;11323;5428
5;Calle 1859;22363;22340;18768;12399;5740;29390;3906;9458;10846;5392
5;Calle 1860;22268;23622;16841;10828;5161;28533;3773;10418;11680;5210
5;Calle 1861;21597;25496;19810;11705;5071;33486;4065;9936;11756;4751
5;Calle 1862;20686;28279;20997;14981;5258;29158;4110;9776;10582;5433
5;Calle 1863;19249;23720;20923;8943;5211;33075;4278;9306;11221;5224
5;Calle 1864;21480;21247;19464;11540;4466;27993;3794;9543;10740;4903
5;Calle 1865;19925;22110;18517;11295;5452;28166;4037;8225;11091;5443
5;Calle 1866;18727;24348;19685;11043;5233;30316;4149;10062;11343;5563
5;Calle 1867;21152;23935;20767;11301;2867;22120;4262;10561;11413;5186
5;Calle 1868;19950;24020;19852;11805;4558;31766;3980;9556;12309;4936
5;Calle 1869;19190;26651;21417;10996;5254;31694;3806;9702;12165;4882
5;Calle 1870;19304;23441;20394;11938;4555;30238;3851;9394;11588;5338
5;Calle 1871;19421;24109;17841;10436;5620;27310;3809;10265;8878;5070
5;Calle 1872;21451;22256;20804;11112;4746;30871;3625;9143;11432;5728
5;Calle 1873;22967;25195;18587;12175;5808;30762;3644;9315;10728;5422
5;Calle 1874;21037;23970;18336;13242;4701;31570;3757;10080;11188;5585
5;Calle 1875;19955;24458;22183;14021;5353;29117;3702;10370;11290;4880
5;Calle 1876;21653;22243;17207;11516;4560;31372;4038;9824;11419;4983
5;Calle 1877;21295;26622;17982;12035;4952;25324;3856;9466;11623;5108
5;Calle 1878;20104;25669;19524;10850;5343;30002;3847;10005;10242;5077
5;Calle 1879;22452;25110;20526;11444;5093;29442;3567;7787;12807;4631
5;Calle 1880;19736;25017;18347;10887;5154;27817;3749;12013;11640;5002
5;Calle 1881;21942;28261;18870;12165;5029;33107;2694;11429;11592;5557
5;Calle 1882;20688;24356;20232;10343;5341;31000;4571;9848;9922;5108
5;Calle 1883;20540;25274;20197;12551;4928;30903;3597;9487;10652;5284
5;Calle 1884;19598;27047;15609;11159;5101;28686;4202;9104;12252;5360
5;Calle 1885;24531;23492;20977;12246;5247;28604;4299;9941;10626;4907
5;Calle 1886;20924;24013;20873;8014;5356;35515;4241;9123;10476;5196
5;Calle 1887;22204;23899;19135;12449;5111;28951;4118;9276;12414;5291
5;Calle 1888;24697;23957;19361;12289;5619;29742;3810;9241;11596;5540
5;Calle 1889;19798;23565;19308;11454;4882;27102;4051;9675;10117;4885
5;Calle 1890;20601;22902;24700;12437;5430;31362;3967;9801;11177;4878
5;Calle 1891;20884;22631;22336;11799;4502;30865;3714;8827;11601;5011
5;Calle 1892;20235;22622;18932;10975;4940;29157;4132;8791;12859;4899
5;Calle 1893;21561;23239;19950;11719;4656;26858;4305;9791;11071;4885
5;Calle 1894;22041;24861;19158;10691;5232;24472;3966;8968;11166;5299
5;Calle 1895;21044;24622;19393;12408;5300;30129;2904;10064;10760;5044
5;Calle 1896;20343;25403;20608;10628;5073;30213;3968;8150;11697;5430
5;Calle 1897;19655;25622;20663;10589;4420;31393;4790;10127;12097;4035
5;Calle 1898;22255;25218;18856;11146;5417;30003;3672;10056;11406;4867
5;Calle 1899;18474;24300;20154;12190;5158;31664;4106;10038;10221;5441
5;Calle 1900;19998;25717;21460;10428;5029;27318;3738;7818;11812;4356
5;Calle 1901;21661;24642;20960;10758;5637;27424;4278;8927;10268;4997
5;Calle 1902;21645;23550;22520;10917;4996;26443;4085;10506;9874;5107
5;Calle 1903;20059;24238;17776;11546;5129;27499;4269;9600;10692;5069
5;Calle 1904;20114;23142;19560;12310;5354;27323;4265;7640;13940;5128
5;Calle 1905;22042;23305;19012;10960;5368;27787;4056;9213;10051;4975
5;Calle 1906;18640;24384;22188;11467;4970;25048;3836;10318;9837;5663
5;Calle 1907;20429;25863;20009;13406;4666;29288;4418;9188;10915;5203
5;Calle 1908;20924;23731;15701;11432;4378;30158;4385;9294;11381;5236
5;Calle 1909;22867;25294;19313;11834;5458;26902;4022;8839;10801;5114
5;Calle 1910;21261;13719;21359;11576;5376;30862;4245;9163;11691;5196
5;Calle 1911;21746;22842;18493;6905;5434;29618;4000;9382;10785;5248
5;Calle 1912;20138;27051;21835;12914;4832;27707;4566;9271;10587;4557
5;Calle 1913;21592;20757;19337;10853;5271;29695;3866;10406;10212;5266
5;Calle 1914;19875;26485;18691;12706;3968;30480;3341;8838;10697;5245
5;Calle 1915;19219;24244;20712;11671;4771;29541;3981;8403;10243;5662
5;Calle 1916;21424;21909;20030;11003;5334;27817;4175;9219;11517;5809
5;Calle 1917;20742;23611;21246;9695;5806;38549;3616;8926;11650;5066
5;Calle 1918;21405;24005;19974;11972;5041;24558;4011;9191;11237;5449
5;Calle 1919;20230;24861;19509;9620;4780;27378;4035;10138;12831;4835
5;Calle 1920;19784;28829;18058;12634;4196;32205;3903;8633;12393;5509
5;Calle 1921;21728;23349;18629;11502;5157;31051;3358;8581;10929;5194
5;Calle 1922;18421;23509;18924;11556;4756;28965;3892;10179;10828;5541
5;Calle 1923;16292;23889;19215;10769;4724;26109;4045;9088;10152;5509
5;Calle 1924;19901;24478;21003;11326;5443;27806;4380;9844;11389;5454
5;Calle 1925;21252;23397;19933;12149;5453;30163;4230;9342;10972;4724
5;Calle 1926;19432;24241;16473;11279;4894;31066;4394;9318;11587;5123
5;Calle 1927;19513;24832;20857;11299;5129;32177;3548;10023;11973;5351
5;Calle 1928;21289;33644;21845;12226;5269;28773;4598;9763;10692;5492
5;Calle 1929;21907;25057;18469;10759;5319;31244;4002;7079;10679;5489
5;Calle 1930;23084;25204;21404;10865;5222;33846;4114;9266;11632;5631
5;Calle 1931;20775;22743;17861;10232;5081;33369;3831;9236;11217;5360
5;Calle 1932;21253;25322;17218;8414;4848;40318;3518;9590;10922;5259
5;Calle 1933;19649;23446;20881;12134;4866;28811;4235;9935;10984;5240
5;Calle 1934;21517;25115;19926;12341;5016;27054;3768;10937;12270;5294
5;Calle 1935;19064;22350;21421;12828;4941;27483;4349;8291;11091;5229
5;Calle 1936;20612;26561;19221;10895;4982;34875;3908;9014;11265;4982
5;Calle 1937;19367;24818;21014;11244;5184;28933;4309;10269;10617;4871
5;Calle 1938;20612;20179;18928;12407;5246;33419;4218;9090;7876;5108
5;Calle 1939;21459;23165;17942;10827;5006;27900;3927;9719;11527;5331
5;Calle 1940;21980;26580;19780;11295;5427;29396;4049;8897;11443;5260
5;Calle 1941;24288;23433;19174;12184;4506;29274;3680;10800;11683;5393
5;Calle 1942;19026;21666;23015;11952;4876;28607;3771;9352;11074;4601
5;Calle 1943;21510;25625;18879;12250;5155;29756;4560;9579;9544;5670
5;Calle 1944;22887;23860;20882;9195;5121;28642;4222;9642;12203;4911
5;Calle 1945;20926;23649;21738;12540;4590;28798;4860;10305;11195;4936
5;Calle 1946;20400;24713;21217;11652;5004;32454;4206;9731;10871;5390
5;Calle 1947;20736;22014;20092;11698;4762;32671;4228;10906;11635;4753
5;Calle 1948;21579;26119;20613;12228;5489;29611;3744;9597;11236;5503
5;Calle 1949;23828;23936;20516;11221;4808;23936;4270;9338;11613;4841
5;Calle 1950;20655;25161;17574;11690;4395;30539;3960;10197;11016;5740
5;Calle 1951;20853;23074;19486;11610;5055;29820;3987;10211;11687;5226
5;Calle 1952;19743;24193;20025;11542;4805;28718;3792;9542;11083;5994
5;Calle 1953;22189;21630;18839;12331;5484;29297;3930;9716;12729;4971
5;Calle 1954;18549;25978;20032;11976;4742;29720;4372;9229;11072;5020
5;Calle 1955;22725;30828;20592;11796;5216;30510;4023;8621;11603;5550
5;Calle 1956;18888;21394;20465;9726;5425;30668;3810;9739;10313;4875
5;Calle 1957;20029;25246;19652;11990;5416;30209;4052;10184;12556;5330
5;Calle 1958;20740;23911;20022;9394;4832;25630;3903;9248;11144;4710
5;Calle 1959;20759;23457;19816;11779;4953;28378;3879;9559;11223;5503
5;Calle 1960;20886;24275;19302;10914;5481;32683;4088;10132;11317;4781
5;Calle 1961;19388;23615;19008;13375;5295;27131;4045;10014;11019;5278
5;Calle 1962;21205;23723;19699;10706;5303;30376;3558;9645;10823;5344
5;Calle 1963;20066;30523;22008;10370;4954;29310;3996;8565;10902;4924
5;Calle 1964;19366;23954;20806;12004;4979;27922;3847;8973;9234;5305
5;Calle 1965;20886;24600;19122;10461;5245;31072;3982;9350;11558;5235
5;Calle 1966;21054;23709;19430;10702;5886;29593;4558;9847;10682;5362
5;Calle 1967;20688;21934;18680;11500;4762;31823;4117;9545;12511;4228
5;Calle 1968;22525;22945;20599;9401;5553;27202;4163;9630;10496;5114
5;Calle 1969;22217;22096;19610;11004;5201;27154;3852;11998;12060;5228
5;Calle 1970;19176;26010;25468;13018;4314;27822;3765;9848;12108;5224
5;Calle 1971;23345;21145;19490;13110;4188;22876;3533;9475;11433;5525
5;Calle 1972;20880;24575;18623;11046;4985;30358;3970;9383;11605;5400
5;Calle 1973;20734;25389;18367;11138;5133;27872;4112;9535;12209;5279
5;Calle 1974;20984;23828;20548;10804;5154;29113;4029;9060;11438;5943
5;Calle 1975;20880;23196;16947;11679;5061;31155;3942;9578;11506;5041
5;Calle 1976;21162;23093;17777;11367;3749;32249;4220;10534;10276;4831
5;Calle 1977;20701;28235;20167;12217;5788;30046;4239;9758;12184;5180
5;Calle 1978;21698;19834;22722;11843;5140;25778;4060;9640;12376;4831
5;Calle 1979;23192;25353;19183;12173;5100;27708;3710;9739;11056;4875
